Interview Count,Stakeholder being interviewed,Interview Date + Time,Note-taker,Key Insights,Which hypotheses were supported by this interview?,Which hypotheses were rejected by this interview?,PARTIALLY SUPPORTED,Notes
67,AM / Automotive Expert (Unnamed),2026-2-2026,Mahmoud Kiasari,"    **Key Insights:**
 - 2016 inflection point: AM adoption in marine/offshore began with automotive sector learnings (Laser Powder Bed Fusion) - but volume economics break down (2K-5K parts vs millions)
 - Four-stage adoption model: Prime Contractors (Irving/Equinor) → SMEs → Defense OEMs (Thales/BAE) → Federal Government (DND/DRDC)
 - NDT gap: 2D radiography/X-ray cannot detect internal AM defects; Micro-CT required but expensive and slow
 - Qualification is machine-specific + powder-specific + process-specific - any change triggers full re-qualification
 - Material anisotropy: same material printed in 3 directions has different failure profiles; fatigue testing to 10^6 cycles required
 - HIP (Hot Isostatic Pressing) post-processing needed but adds cost and weeks; eliminates AM speed advantage
 - FAT (Factory Acceptance Testing) by customers shows AM fatigue performance inferior to conventional - Navy/CAF won't approve
 - $111 billion Canadian shipbuilding modernization over 30 years - regional Ontario manufacturing hub (Sarnia-Lambton) identified
 - IP/cybersecurity: blueprint theft, process sabotage, and supply chain attack are three OEM concerns requiring secure infrastructure
 - Certification cost approximately equals hardware cost - this is why adoption remains limited
 - Future contacts mentioned: NDpower (wind AM) and Hydro-Québec (large-scale manufacturing)","H77 - NDT Micro-CT Required for AM Quality,H78 - Qualification is Machine+Powder+Process Specific,H79 - FAT Results Block Navy/CAF AM Adoption,H80 - HIP Post-Processing Eliminates AM Speed Advantage,H81 - Certification Cost Equals Hardware Cost",,,"insights.md (INSIGHTS folder)"
68,"Lonita Judge (COO, Horizon Maritime) + Adam Mars (Vessel Superintendent, Rosen Maritime)",2026-2-20,Mahmoud Kiasari,"    **Key Insights:**
 - Downtime cost $50K-$100K/day confirmed by 10-year ship captain (Adam Mars) and maritime COO
 - Horizon Maritime uses deduplication strategy not warehousing - $30-50M figure applies to large offshore platforms not vessel fleets
 - DNV certifies at vessel/equipment level NOT individual part level - lowers AM certification barrier for vessels
 - Non-OEM parts are already accepted at-spec in maritime - AM at-spec should be equally acceptable
 - Lead time is #1 pain for Arctic/remote operations: 'If there's a long lead time, that's when we run into the problems' (Lonita Judge)
 - Older vessel bespoke machined parts are objection - counter with non-critical standardized parts first
 - KEY REFERRAL: Lonita offered shipyard contacts (Irving Shipbuilding / Davie level) - highest priority follow-up","NH.9 - Digital Inventory Reduces Lead Time from Months to Weeks,NH.21 - Breakdown Insurance Positioning (Not Cost Savings),H82 - Non-OEM At-Spec Parts Already Accepted in Maritime,H83 - DNV Certifies Vessel Level Not Part Level",,,"Interview_Analysis_Lonita_Judge.md (INSIGHTS folder)"
69,Bachar Elzein (CEO+CTO Reaction Dynamics),2026-2-20,Mahmoud Kiasari,"    **Key Insights:**
 - Space/rockets vs aviation completely different markets: airplane lives 40 years, rocket lives 4 minutes - AM trusted in space, not commercial aviation
 - AM part consolidation: 30-40 part conventional rocket engine → 3 parts with AM (500-5000 typical, theirs has 3)
 - 'Trust nobody, test everything' - certified parts fail spec sheets; Bachar's team corrected EOS manufacturer data sheet shared with 60 companies
 - Outsourcing AM without pre-qualification: 6 weeks → 6 months (startup-killing delay) - validates vetting of Builder nodes
 - Government AM funding accessible and real (IRAP/NRC-IRAP) - Reaction Dynamics received it
 - AM repair via Directed Energy Deposition (DED) - can add material to worn parts - key question for Part 2
 - Reaction Dynamics is Designer + Builder node, NOT Buyer node; potential ecosystem partner offering capacity between rocket builds","H84 - Space/Rocket Market is AM-Native Unlike Commercial Aviation,H85 - AM Part Consolidation Creates Defensible Platform Assets,NH.7 - Certification is Primary Gatekeeper,H86 - Pre-Qualified Builder Network Eliminates 6-Week-to-6-Month Risk,H87 - DED AM Can Repair Worn Parts (Offshore Application)",,,"Interview_Analysis_Bachar_Elzein.md (INSIGHTS folder)"
70,Dwayne Hopkins (Mentor - Week 9),2026-2-20,Mahmoud Kiasari,"    **Key Insights:**
 - Three-Node Model crystallized: Designer (engineer/reverse-engineer) → Builder (print) → Buyer (need) - all required inputs into digital warehouse
 - Amazon model validated: platform takes 10%, 90% to designer. Don't buy inventory - house designs and take % per print
 - IP security via traceability not DRM: 'Every print is a receipt. You know exactly who downloaded it' - MORE traceable than physical parts
 - Reverse engineering/3D scanning is a Designer-node partner (Plate/Pelagus 3D model) - don't build the scanner, connect it to buyers
 - DND document released: use exact language 'Advanced sovereign and scalable production methods to optimize system performance through supply chain resilience, production volume, and rapid redesign'
 - CNA RCDTAC (Heather Ward) identified as 3D scanning capability partner - new Designer node
 - FieldNode competitor discussed - Canadian sovereignty angle is key differentiator
 - IRAP advice: apply now, don't wait for a product","NH.43 - Royalty Licensing Can Unlock OEM File Release,NH.22 - Sovereign Resilience is Defense Value Proposition,H88 - Traceability is IP Protection (Not Just Encryption),H89 - CNA RCDTAC as Designer Node Partner (3D Scanning)",,,"Mentor_Feb20_Analysis.md (INSIGHTS folder)"
71,Ali (Supply Chain Logistics & Adoption Researcher),2026-2-21,Mahmoud Kiasari,"    **Key Insights:**
 - Technology adoption is political not technical: companies prefer traditional methods; adoption triggered by (1) big name endorsement (2) government mandate (3) internal R&D legitimacy
 - 10-15% ROI is hard minimum gate before companies seriously evaluate new technology (validates OMV Austria threshold)
 - Deployment cost is hidden objection: installing machines, training people, regulatory engagement, IT integration all add to upfront cost paralyzing adoption despite long-run ROI
 - Green/CO2 narrative is valid secondary motivator (ESG-reporting companies and European operators) - in logistics section not production
 - Game theory framing: AM adoption is a coordination problem (Prisoner's Dilemma) - consortium model (NH.42) breaks the stalemate
 - Focal point strategy: major industry events (Hannover Messe, ONS) can make AddManuChain the Schelling point industry coordinates around
 - Pending leads promised by Ali - follow up required","NH.19 - 15% ROI Threshold for O&G Adoption,NH.42 - Consortium/Cooperative Models Reduce Adoption Risk,H90 - Technology Adoption is Political Not Technical,H91 - Game Theory Consortium Model Breaks Coordination Stalemate,H92 - Industry Event Focal Point Strategy (Schelling Point)",,,"Interview_Analysis_Ali.md (INSIGHTS folder)"
73,David Haire (VP CME NL),2026-2-16,Mahmoud Kiasari,"    **Key Insights:**
 - Labor/skills shortage is #1 challenge - 50% general labor + tradesmen + engineering/tech gaps (supply chain NOT top-5 problem at CME)
 - Technology adoption slow in Atlantic Canada - must have strong value proposition and case studies before engagement
 - Only 2-3 CME members serve external AM customers - Atlantic XL and PolyUnity are exceptions; most use AM internally for prototyping only
 - CME NL willing to be distribution/validation partner: pilot programs, RAPID/Hannover Messe technology tours, 1000+ member network
 - Canada Makes only reaches ~15% of Canadian manufacturers - 85% ecosystem connectivity gap
 - Metal AM hardware ROI is hard: expensive machinery + powder + cleanup = difficult payback; buyers prefer to buy parts not equipment
 - IP concern: 'When money starts changing hands it is a different world than just downloadable files'
 - AI for Manufacturing: CME just launched program - goal 400 people trained - aligns with platform
 - N3 Summit Toronto (ENGINE): March 30-31 & April 1 - 30 cluster leaders network opportunity","NH.10 - OEM IP Release is Critical Blocker,NH.25 - Only 20% Engaged with Digital Transformation,H93 - CME NL as Distribution Validation Partner,H94 - Canada Makes 15 Percent Reach = 85 Percent Market Gap,H95 - AM Ecosystem Connectivity Gap Before Technology Gap",,,"David_Haire_Interview_Analysis.md (INSIGHTS folder)"
74,Trevor Butler (LR Offshore Energy BD St. John's),2026-2-18,Mahmoud Kiasari,"    **Key Insights:**
 - ATLANTIC XL MILESTONE: First LR-qualified AM facility in North AND South America (certificate delivered Feb 18 2026) - pursue as anchor Builder node immediately
 - Pre-certified parts library commercially validated: 'You don't have to go through all that qualification every single time - should be prerequisite for digital inventory'
 - FieldNode named as primary competitor: already has digital AM inventory concept but NO certification layer and NO Canadian presence - our moat is the trust/cert layer
 - Canadian Navy (River class destroyers) angle raised unprompted - domestic spend mandate is a tailwind
 - Mark Philpott referral (LR Ottawa) unlocked - very well connected in naval/defense
 - Nothing in Canada equivalent to AddManuChain confirmed - open market positioning
 - LR founded by Dalhousie professor - institutional ties useful for partnership and grant proposals","H60 - Pre-Certified Parts Library,NH.7 - Certification is Primary Gatekeeper,NH.22 - Sovereign Resilience is Defense Value Proposition,H96 - Atlantic XL as Anchor Builder Node (First Americas LR Certification),H97 - FieldNode is Primary Competitor No Certification Layer No Canada",,,"Lloyd_Register_Interview_Analysis.md (INSIGHTS folder)"
75,Adam Saxty (LR Lead AM Technologist UK),2026-2-18,Mahmoud Kiasari,"    **Key Insights:**
 - Complete 7-step AM certification pathway: (1) Design Review (2) Material Spec (3) Facility Qualification (4) Feedstock Qualification (5) Part Qualification prototype (6) Production Certification with test coupons (7) Installation Approval
 - Steps 3-4 (facility) and Steps 1-2+5 (part design) are ONCE ONLY - validates pre-certified library architecture technically
 - Every subsequent order = just print + test coupon not full re-certification process
 - Marine vs Offshore = TWO SEPARATE certification tracks with different LR rules - build two platform workflows
 - Machine variability is the critical unsolved problem for on-site printing: part qualified on one machine may not transfer to different offshore machine
 - In-process monitoring (layer-by-layer) is LR R&D direction - future solution to machine variability - partnership opportunity with Dalhousie Dr. Ali Nasiri
 - No universal AM material standards exist (MMPDS equivalent gap) - custom material spec required per part","H60 - Pre-Certified Parts Library,NH.7 - Certification is Primary Gatekeeper,H98 - LR 7-Step Certification Framework Platform Architecture,H99 - Machine Variability Blocks On-Site AM Certification,H100 - In-Process Monitoring is Future of AM Certification",,,"Adam_Saxty_LR_Interview_Analysis.md (INSIGHTS folder)"
76,Dave Whitehouse (LR Naval Defense Advisory Dartmouth NS),2026-2-18,Mahmoud Kiasari,"    **Key Insights:**
 - SUBMARINE CASE STUDY: Canada's 4 Victoria-class submarines all custom-built differently; as-built parts required but OEM parts are gone; 20-30 year old ships with only 10 years of life left requiring full custom manufacturing for every part - use in every naval pitch
 - Canadian Navy ship availability: 30-50% now vs target 70-80% - spare parts delay is a primary driver
 - AOR/JSS vessels (Auxiliary Oiler Replenishment / Joint Support Ships) correct naval architecture for ship-based AM - designed for containerized modules; combat ships are wrong (vibration/motion)
 - Arctic/DND = strongest government funding angle: 'The Arctic aspect always looks really good in a DND proposal'
 - IP protection was raised BEFORE Michael reached that slide - must solve before OEM engagement
 - Defense mandate overrides IP resistance: DND domestic spend mandate can flow down through supply chain like US DoD
 - Mark Philpott referral (LR Ottawa) unlocked
 - Canadian Naval Maintenance Symposium (Naval Quebec): DAVIE + Irving + Navy + LR attending - must-attend event","NH.22 - Sovereign Resilience is Defense Value Proposition,NH.10 - OEM IP Release is Critical Blocker,H65 - Defense Sector Digital Inventory Canadian Navy,H101 - Canadian Navy Availability Gap 30-50 Actual vs 70-80 Target,H102 - AOR/JSS Vessels Correct Naval AM Platform Not Combat Ships,H103 - Victoria-Class Submarine Custom Obsolete Parts Crisis",,,"Dave_Whitehouse_LR_Interview_Analysis.md (INSIGHTS folder)"
77,Matthew Erning (GKN Aerospace UK - Technical Authority DED),2026-2-18,Mahmoud Kiasari,"    **Key Insights:**
 - In aerospace: PLATFORMS are certified (Boeing 737/FAA) NOT individual parts - major misconception corrected for our pitch
 - FAA/EASA regulations are process and material agnostic - AM bracket = machined bracket from regulatory view
 - MMPDS gap: no material database equivalent for AM - designer must generate own data per part - this is the real aerospace certification barrier not regulatory complexity
 - Civilian aviation production is WRONG market: production rates are planned not on-demand - digital inventory irrelevant
 - FAA PMA (Part Manufacturing Approval) = relevant pathway for AM replacement/aftermarket parts - Matthew achieved this at Tronosjet PEI (first metal AM PMA in Canada)
 - IP cultural barrier in aerospace: GKN resists direct OEM data uplinks - each tier protects process knowledge aggressively
 - Defense mandate overrides aerospace IP resistance if DND/US DoD mandates connectivity it flows down supply chain
 - Don't lead with AI to aerospace - risk-averse industry requiring long substantiation
 - Aerospace MRO (repair/overhaul) + defense aerospace = right markets; civilian aviation production = wrong market","H84 - Space/Rocket Market AM-Native vs Commercial Aviation,NH.7 - Certification is Primary Gatekeeper,NH.10 - OEM IP Release is Critical Blocker,H104 - Platform Certification Not Part Certification in Aerospace,H105 - MMPDS Gap Real Aerospace Certification Barrier,H106 - FAA PMA Pathway for AM Replacement Parts,H107 - Aerospace Production Wrong Market MRO Defense Right",,,"GKN_Aerospace_Interview_Analysis.md (INSIGHTS folder)"
78,Frank DeFalco (Director NGen / Founder Canada Makes),2026-2-3,Mahmoud Kiasari,"    **Key Insights:**
 - Digital inventory gap VALIDATED for large OEMs: 'They have inventories of hundreds of thousands of parts... they don't really know what is... looking for solutions is digital inventory even a possibility?'
 - Canada Makes Select AM Tool (led by Mark Kirby): AI identifies which parts of 100K+ are AM candidates - DON'T COMPETE PARTNER as 'next layer on top'
 - NGen AI value chain mapping tool at only 65% accuracy (too low for market) - partnership opportunity to improve algorithms
 - COVID supply chain lesson NOT learned: hospitals returned to China suppliers; Canadian domestic manufacturers went bankrupt - procurement behavior is the real barrier
 - AM Demo Program: most demos don't convert to production - no systematic pilot-to-production tracking - H56 new hypothesis
 - Onstream (Alberta) case study: $1M/year in titanium AM parts via Precision ADM for oil&gas pipeline inspection gauges - production AM in O&G validated
 - Hannover Messe 2026 (April 20-24): NGen pavilion $2K booth 50% travel reimbursement 350+ Canadians defense pavilion - attend if budget allows
 - Air Force actively asking Canada Makes about Canadian AM supply chain capabilities - defense is hot market now
 - Sell to CFOs/procurement not engineers: sovereignty + risk mitigation + business continuity not technology features","NH.1 - Post-COVID Stock Depletion Creates AM Opportunity,NH.9 - Digital Inventory Reduces Lead Time from Months to Weeks,NH.25 - Only 20% Engaged with Digital Transformation,H56 - Demo-to-Production Tracking System,H57 - Sovereign Manufacturing Risk Dashboard,H108 - Canada Makes Select AM Tool Partner Not Competitor,H109 - NGen as Ecosystem Gateway 65 Percent Accuracy Gap",,,"Frank_DeFalco_Interview_Analysis.md (INSIGHTS folder)"
